lineage	S3_fallen
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas_xinjiangensis;t__	2.1e-4
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas_zincidurans;t__Halomonas_zincidurans_B6	0.013005
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_junii;t__	4.6e-4
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;s__Alkanindiges_illinoisensis;t__Alkanindiges_illinoisensis_DSM_15370	8e-5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_pelagia;t__Pseudomonas_pelagia_CL-AP6	5.5e-5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp._CB1;t__	5e-5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera_shabanensis;t__Salinisphaera_shabanensis_E1L3A	0.00493
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga;s__Methylophaga_nitratireducenticrescens;t__	5.5e-5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella_thiooxydans;t__	1.65e-4
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter;s__Luteibacter_sp._9133;t__	1.35e-4
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__;t__	3.7e-4
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas_suwonensis;t__	2.1e-4
k__BacteriaPlasmid;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria_turfanensis;t__	6.399999999999999e-4
k__BacteriaPlasmid;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_xylosus;t__	2.5e-5
k__BacteriaPlasmid;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Confluentimicrobium;s__Confluentimicrobium_sp._EMB200-NS6;t__	2.1500000000000002e-4
k__BacteriaPlasmid;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Dinoroseobacter;s__Dinoroseobacter_shibae;t__Dinoroseobacter_shibae_DFL_12_=_DSM_16493	8.849999999999999e-4
k__BacteriaPlasmid;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium_resinovorum;t__	3.2e-4
k__Viruses;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Myoviridae;g__;s__;t__	5e-5
k__Viruses;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Rhodococcus_phage_REQ2;t__	2.5e-5
k__Viruses;p__dsDNA_viruses,_no_RNA_stage;c__Herpesvirales;o__;f__Alloherpesviridae;g__Cyprinivirus;s__Cyprinid_herpesvirus_3;t__	2.5e-5
k__Viruses;p__dsDNA_viruses,_no_RNA_stage;c__Polydnaviridae;o__;f__;g__Bracovirus;s__Cotesia_congregata_bracovirus;t__	2.5e-5
k__Viruses;p__dsDNA_viruses,_no_RNA_stage;c__Polydnaviridae;o__;f__;g__Ichnovirus;s__Glypta_fumiferanae_ichnovirus;t__	2.5e-5
